date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:52:06	159/159	---M-Z	200	added ('OK')	text/plain	etag:%22146-6090001816a5e-gzip%22	https://bananacateth.fun/robots.txt		(from )
18:52:07	100989/100989	---M-Z	200	added ('OK')	text/html	etag:%2218a7d-6088aa61702da-gzip%22	https://bananacateth.fun/	C:/My%20Web%20Sites/Bananacat/bananacateth.fun/index.html	(from )
18:52:07	32103/32103	---M--	200	added ('OK')	image/jpeg	etag:%223147b4b51a22e46dea01f53d7bc625f0%22	https://static.tildacdn.com/tild3533-6231-4963-a333-393861666463/photo_50283840422942.jpg	C:/My%20Web%20Sites/Bananacat/static.tildacdn.com/tild3533-6231-4963-a333-393861666463/photo_50283840422942.jpg	(from https://bananacateth.fun/)
18:52:08	1918/1918	---MCZ	200	added ('OK')	application/javascript	etag:W/%226458dcb3-77e%22	https://neo.tildacdn.com/js/tilda-fallback-1.0.min.js	C:/My%20Web%20Sites/Bananacat/neo.tildacdn.com/js/tilda-fallback-1.0.min.js	(from https://bananacateth.fun/)
18:52:08	4514/4514	---MCZ	200	added ('OK')	text/css	etag:W/%2263f4be99-11a2%22	https://static.tildacdn.com/css/tilda-grid-3.0.min.css	C:/My%20Web%20Sites/Bananacat/static.tildacdn.com/css/tilda-grid-3.0.min.css	(from https://bananacateth.fun/)
18:52:09	6749/6749	---M-Z	200	added ('OK')	text/css	etag:%221a5d-6088aa61ed8b6-gzip%22	https://bananacateth.fun/tilda-blocks-page40570920.min.css?t=1698241445	C:/My%20Web%20Sites/Bananacat/bananacateth.fun/tilda-blocks-page40570920.mina686.css	(from https://bananacateth.fun/)
18:52:09	2723/2723	---MCZ	200	added ('OK')	text/css	etag:W/%2263ac1e24-aa3%22	https://static.tildacdn.com/css/tilda-animation-2.0.min.css	C:/My%20Web%20Sites/Bananacat/static.tildacdn.com/css/tilda-animation-2.0.min.css	(from https://bananacateth.fun/)
18:52:10	6935/6935	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264e77010-1b17%22	https://static.tildacdn.com/js/tilda-polyfill-1.0.min.js	C:/My%20Web%20Sites/Bananacat/static.tildacdn.com/js/tilda-polyfill-1.0.min.js	(from https://bananacateth.fun/)
18:52:10	24100/24100	---MCZ	200	added ('OK')	application/javascript	etag:W/%22653a6b6f-5e24%22	https://static.tildacdn.com/js/tilda-scripts-3.0.min.js	C:/My%20Web%20Sites/Bananacat/static.tildacdn.com/js/tilda-scripts-3.0.min.js	(from https://bananacateth.fun/)
18:52:10	340/340	---M--	404	error ('Not%20Found')	text/html	etag:%22154-56d5bbe607fc0%22	https://bananacateth.fun/OPR/	C:/My%20Web%20Sites/Bananacat/bananacateth.fun/OPR/index.html	(from https://bananacateth.fun/)
18:52:10	7764/7764	---M-Z	200	added ('OK')	application/javascript	etag:%221e54-6088aa61fc315-gzip%22	https://bananacateth.fun/tilda-blocks-page40570920.min.js?t=1698241445	C:/My%20Web%20Sites/Bananacat/bananacateth.fun/tilda-blocks-page40570920.mina686.js	(from https://bananacateth.fun/)
18:52:11	24099/24099	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265294a47-5e23%22	https://static.tildacdn.com/js/tilda-lazyload-1.0.min.js	C:/My%20Web%20Sites/Bananacat/static.tildacdn.com/js/tilda-lazyload-1.0.min.js	(from https://bananacateth.fun/)
18:52:11	47244/47244	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264f5a858-b88c%22	https://static.tildacdn.com/js/tilda-animation-2.0.min.js	C:/My%20Web%20Sites/Bananacat/static.tildacdn.com/js/tilda-animation-2.0.min.js	(from https://bananacateth.fun/)
18:52:12	24814/24814	---MCZ	200	added ('OK')	application/javascript	etag:W/%226513f51b-60ee%22	https://static.tildacdn.com/js/tilda-zero-1.1.min.js	C:/My%20Web%20Sites/Bananacat/static.tildacdn.com/js/tilda-zero-1.1.min.js	(from https://bananacateth.fun/)
18:52:12	36505/36505	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265168632-8e99%22	https://static.tildacdn.com/js/tilda-animation-sbs-1.0.min.js	C:/My%20Web%20Sites/Bananacat/static.tildacdn.com/js/tilda-animation-sbs-1.0.min.js	(from https://bananacateth.fun/)
18:52:12	4639/4639	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264f97c7c-121f%22	https://static.tildacdn.com/js/tilda-zero-scale-1.0.min.js	C:/My%20Web%20Sites/Bananacat/static.tildacdn.com/js/tilda-zero-scale-1.0.min.js	(from https://bananacateth.fun/)
18:52:12	14150/14150	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263f4d3ac-3746%22	https://static.tildacdn.com/js/tilda-events-1.0.min.js	C:/My%20Web%20Sites/Bananacat/static.tildacdn.com/js/tilda-events-1.0.min.js	(from https://bananacateth.fun/)
18:52:12	1451/1451	---MC-	200	added ('OK')	image/png	date:Tue,%2031%20Oct%202023%2013:52:11%20GMT	https://static.tildacdn.com/tild6439-3436-4666-a463-663564623130/-/resize/20x/pngwingcom_59.png	C:/My%20Web%20Sites/Bananacat/static.tildacdn.com/tild6439-3436-4666-a463-663564623130/-/resize/20x/pngwingcom_59.png	(from https://bananacateth.fun/)
18:52:13	8721/8721	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263189f39-2211%22	https://static.tildacdn.com/js/tilda-stat-1.0.min.js	C:/My%20Web%20Sites/Bananacat/static.tildacdn.com/js/tilda-stat-1.0.min.js	(from https://bananacateth.fun/)
